wk,home_score,away_score,home_expected_goals,away_expected_goals,away_id,away_shots,away_shots_on_target,away_touches,away_pass_pct,away_assists,home_id,home_shots,home_shots_on_target,home_touches,home_pass_pct,home_assists,home_team,away_team
32,1,3,0.6,1.8,033ea6b8,15,5,679,81.2,1,0cdc4311,12,5,569,74.9,1,Augsburg,Hoffenheim
32,0,2,1.1,1.8,a224b06a,8,4,457,75.9,1,add600ae,16,4,895,88.4,0,Dortmund,Mainz 05
33,,,,,62add3bf,,,,,,a224b06a,,,,,,Mainz 05,Werder Bremen
33,,,,,0cdc4311,,,,,,b1278397,,,,,,Düsseldorf,Augsburg
33,,,,,7a41008f,,,,,,033ea6b8,,,,,,Hoffenheim,Union Berlin
33,,,,,add600ae,,,,,,acbb6a5b,,,,,,RB Leipzig,Dortmund
33,,,,,f0ac8ee6,,,,,,bc357bf7,,,,,,Köln,Eint Frankfurt
33,,,,,4eaa11d7,,,,,,c539e393,,,,,,Schalke 04,Wolfsburg
33,,,,,32f3ee20,,,,,,d9f93f02,,,,,,Paderborn 07,M'gladbach
33,,,,,c7a9f859,,,,,,2818f8bc,,,,,,Hertha BSC,Leverkusen
33,,,,,a486e511,,,,,,054efa67,,,,,,Bayern Munich,Freiburg
34,,,,,054efa67,,,,,,4eaa11d7,,,,,,Wolfsburg,Bayern Munich
34,,,,,d9f93f02,,,,,,f0ac8ee6,,,,,,Eint Frankfurt,Paderborn 07
34,,,,,bc357bf7,,,,,,62add3bf,,,,,,Werder Bremen,Köln
34,,,,,a224b06a,,,,,,c7a9f859,,,,,,Leverkusen,Mainz 05
34,,,,,2818f8bc,,,,,,32f3ee20,,,,,,M'gladbach,Hertha BSC
34,,,,,c539e393,,,,,,a486e511,,,,,,Freiburg,Schalke 04
34,,,,,b1278397,,,,,,7a41008f,,,,,,Union Berlin,Düsseldorf
34,,,,,033ea6b8,,,,,,add600ae,,,,,,Dortmund,Hoffenheim
34,,,,,acbb6a5b,,,,,,0cdc4311,,,,,,Augsburg,RB Leipzig
